Order,Publish Date,Title,Story Arc,Detail Link
"19,701",12/2007,Wolverine: Origins (2006) #18,-,https://cmro.travis-starnes.com/detail.php?idvalue=24943
"19,702",01/2008,Wolverine: Origins (2006) #19,-,https://cmro.travis-starnes.com/detail.php?idvalue=24944
"19,703",02/2008,Wolverine: Origins (2006) #20,-,https://cmro.travis-starnes.com/detail.php?idvalue=24945
"19,704",10/2007,Wolverine (2003) #56,-,https://cmro.travis-starnes.com/detail.php?idvalue=24948
"19,705",11/2007,Wolverine (2003) #57,Logan Dies,https://cmro.travis-starnes.com/detail.php?idvalue=24949
"19,706",12/2007,Wolverine (2003) #58,Logan Dies,https://cmro.travis-starnes.com/detail.php?idvalue=24950
"19,707",01/2008,Wolverine (2003) #59,Logan Dies,https://cmro.travis-starnes.com/detail.php?idvalue=24973
"19,708",02/2008,Wolverine (2003) #60,Logan Dies,https://cmro.travis-starnes.com/detail.php?idvalue=24974
"19,709",03/2008,Wolverine (2003) #61,Logan Dies,https://cmro.travis-starnes.com/detail.php?idvalue=24975
"19,710",02/2008,Wolverine: Firebreak (2008) #1 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=29380
"19,711",02/2008,Wolverine: Firebreak (2008) #1 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=29381
"19,712",01/2008,Avengers Classic (2007) #6 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=38532
"19,713",10/2007,Amazing Spider-Man (1999) #543,Back in Black,https://cmro.travis-starnes.com/detail.php?idvalue=23615
"19,714",11/2007,Amazing Spider-Man (1999) #544,One More Day,https://cmro.travis-starnes.com/detail.php?idvalue=23904
"19,715",11/2007,Friendly Neighborhood Spider-Man (2005) #24,One More Day,https://cmro.travis-starnes.com/detail.php?idvalue=23905
"19,716",12/2007,Sensational Spider-Man (2006) #41,One More Day,https://cmro.travis-starnes.com/detail.php?idvalue=23906
"19,717",01/2008,Amazing Spider-Man (1999) #545,One More Day,https://cmro.travis-starnes.com/detail.php?idvalue=23907
"19,718",06/2007,Thunderbolts (2006) #113,The Initiative,https://cmro.travis-starnes.com/detail.php?idvalue=23939
"19,719",07/2007,Thunderbolts (2006) #114,The Initiative,https://cmro.travis-starnes.com/detail.php?idvalue=23940
"19,720",08/2007,Thunderbolts (2006) #115,The Initiative,https://cmro.travis-starnes.com/detail.php?idvalue=23941
"19,721",01/2008,Thunderbolts: Breaking Point (2008) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=24029
"19,722",03/2008,Young Avengers Presents (2008) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=25668
"19,723",09/2007,Captain America (2005) #28,The Initiative,https://cmro.travis-starnes.com/detail.php?idvalue=23963
"19,724",10/2007,Captain America (2005) #29,The Initiative,https://cmro.travis-starnes.com/detail.php?idvalue=23964
"19,725",11/2007,Captain America (2005) #30,The Initiative,https://cmro.travis-starnes.com/detail.php?idvalue=23965
"19,726",12/2007,Captain America (2005) #31,-,https://cmro.travis-starnes.com/detail.php?idvalue=24388
"19,727",01/2008,Captain America (2005) #32,-,https://cmro.travis-starnes.com/detail.php?idvalue=24389
"19,728",02/2008,Captain America (2005) #33,-,https://cmro.travis-starnes.com/detail.php?idvalue=24390
"19,729",03/2008,Captain America (2005) #34,-,https://cmro.travis-starnes.com/detail.php?idvalue=24391
"19,730",04/2008,Captain America (2005) #35,-,https://cmro.travis-starnes.com/detail.php?idvalue=24425
"19,731",05/2008,Captain America (2005) #36,-,https://cmro.travis-starnes.com/detail.php?idvalue=24426
"19,732",06/2008,Captain America (2005) #37,-,https://cmro.travis-starnes.com/detail.php?idvalue=25734
"19,733",07/2008,Captain America (2005) #38,-,https://cmro.travis-starnes.com/detail.php?idvalue=25735
"19,734",09/2007,Super-Villain Team-Up: Modok's 11 (2007) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=24232
"19,735",10/2007,Super-Villain Team-Up: Modok's 11 (2007) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=24233
"19,736",11/2007,Super-Villain Team-Up: Modok's 11 (2007) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=24234
"19,737",12/2007,Super-Villain Team-Up: Modok's 11 (2007) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=24235
"19,738",01/2008,Super-Villain Team-Up: Modok's 11 (2007) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=24239
"19,739",11/2007,Iron Man: Enter the Mandarin (2007) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=39527
"19,740",12/2007,Iron Man: Enter the Mandarin (2007) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=39528
"19,741",01/2008,Iron Man: Enter the Mandarin (2007) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=39529
"19,742",02/2008,Iron Man: Enter the Mandarin (2007) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=39530
"19,743",03/2008,Iron Man: Enter the Mandarin (2007) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=39531
"19,744",04/2008,Iron Man: Enter the Mandarin (2007) #6,-,https://cmro.travis-starnes.com/detail.php?idvalue=39532
"19,745",12/2007,X-Men: First Class (2007) #5 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=24236
"19,746",12/2007,X-Men: First Class (2007) #5 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=18263
"19,747",08/2007,Daredevil: Battlin' Jack Murdock (2007) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=27963
"19,748",09/2007,Daredevil: Battlin' Jack Murdock (2007) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=27964
"19,749",10/2007,Daredevil: Battlin' Jack Murdock (2007) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=27965
"19,750",11/2007,Daredevil: Battlin' Jack Murdock (2007) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=27966
"19,751",08/2007,Mystic Arcana: Magik (2007) #1 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=59068
"19,752",08/2007,Mystic Arcana: Magik (2007) #1 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=25715
"19,753",08/2007,Mystic Arcana: Magik (2007) #1 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=25716
"19,754",09/2007,Mystic Arcana: Black Knight (2007) #1 [A ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=59069
"19,755",09/2007,Mystic Arcana: Black Knight (2007) #1 [B ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=25717
"19,756",09/2007,Mystic Arcana: Black Knight (2007) #1 [C ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=25718
"19,757",10/2007,Mystic Arcana: Scarlet Witch (2007) #1 [A ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=59070
"19,758",10/2007,Mystic Arcana: Scarlet Witch (2007) #1 [B ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=25719
"19,759",10/2007,Mystic Arcana: Scarlet Witch (2007) #1 [C ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=25720
"19,760",11/2007,Mystic Arcana: Sister Grimm (2007) #1 [A ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=59071
"19,761",11/2007,Mystic Arcana: Sister Grimm (2007) #1 [B ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=25721
"19,762",11/2007,Mystic Arcana: Sister Grimm (2007) #1 [C ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=25722
"19,763",12/2007,Howard the Duck (2007) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=25126
"19,764",01/2008,Howard the Duck (2007) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=25127
"19,765",02/2008,Howard the Duck (2007) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=25128
"19,766",03/2008,Howard the Duck (2007) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=25129
"19,767",02/2008,Avengers Classic (2007) #7 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=38533
"19,768",10/2007,Iron Man (2005) #21,-,https://cmro.travis-starnes.com/detail.php?idvalue=24659
"19,769",11/2007,Iron Man (2005) #22,-,https://cmro.travis-starnes.com/detail.php?idvalue=24668
"19,770",12/2007,Iron Man (2005) #23,-,https://cmro.travis-starnes.com/detail.php?idvalue=24669
"19,771",02/2008,Iron Man (2005) #24,-,https://cmro.travis-starnes.com/detail.php?idvalue=24670
"19,772",03/2008,Iron Man (2005) #25,-,https://cmro.travis-starnes.com/detail.php?idvalue=24671
"19,773",04/2008,Iron Man (2005) #26,-,https://cmro.travis-starnes.com/detail.php?idvalue=24672
"19,774",05/2008,Iron Man (2005) #27,-,https://cmro.travis-starnes.com/detail.php?idvalue=24673
"19,775",06/2008,Iron Man (2005) #28,-,https://cmro.travis-starnes.com/detail.php?idvalue=24674
"19,776",08/2007,Exiles (2001) #95,-,https://cmro.travis-starnes.com/detail.php?idvalue=24589
"19,777",09/2007,Exiles (2001) #96,-,https://cmro.travis-starnes.com/detail.php?idvalue=24590
"19,778",10/2007,Exiles (2001) #97,-,https://cmro.travis-starnes.com/detail.php?idvalue=24591
"19,779",11/2007,Exiles (2001) #98,-,https://cmro.travis-starnes.com/detail.php?idvalue=24592
"19,780",12/2007,Exiles (2001) #99,-,https://cmro.travis-starnes.com/detail.php?idvalue=24593
"19,781",12/2007,X-Men: Die by the Sword (2007) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=24596
"19,782",12/2007,X-Men: Die by the Sword (2007) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=24597
"19,783",01/2008,X-Men: Die by the Sword (2007) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=24598
"19,784",02/2008,X-Men: Die by the Sword (2007) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=24599
"19,785",02/2008,X-Men: Die by the Sword (2007) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=24600
"19,786",02/2008,Exiles (2001) #100,-,https://cmro.travis-starnes.com/detail.php?idvalue=24594
"19,787",03/2008,Exiles: Days of Then and Now (2008) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=25659
"19,788",06/2007,Runaways (2005) #25,-,https://cmro.travis-starnes.com/detail.php?idvalue=24604
"19,789",07/2007,Runaways (2005) #26,-,https://cmro.travis-starnes.com/detail.php?idvalue=24605
"19,790",08/2007,Runaways (2005) #27,-,https://cmro.travis-starnes.com/detail.php?idvalue=24623
"19,791",12/2007,Runaways (2005) #28,-,https://cmro.travis-starnes.com/detail.php?idvalue=24624
"19,792",04/2008,Runaways (2005) #29,-,https://cmro.travis-starnes.com/detail.php?idvalue=24625
"19,793",08/2008,Runaways (2005) #30,-,https://cmro.travis-starnes.com/detail.php?idvalue=24626
"19,794",04/2007,Ghost Rider: Trail of Tears (2007) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=24631
"19,795",05/2007,Ghost Rider: Trail of Tears (2007) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=24632
"19,796",06/2007,Ghost Rider: Trail of Tears (2007) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=24650
"19,797",07/2007,Ghost Rider: Trail of Tears (2007) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=24651
"19,798",08/2007,Ghost Rider: Trail of Tears (2007) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=24652
"19,799",09/2007,Ghost Rider: Trail of Tears (2007) #6,-,https://cmro.travis-starnes.com/detail.php?idvalue=24653
"19,800",05/2008,New Avengers (2005) #39,Secret Invasion,https://cmro.travis-starnes.com/detail.php?idvalue=26275
"19,801",07/2007,Free Comic Book Day 2007 (Spider-Man) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=25159
"19,802",02/2008,Marvel Holiday Special 2007 (2007) #1 [A ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=24332
"19,803",02/2008,Marvel Holiday Special 2007 (2007) #1 [C ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=24333
"19,804",02/2008,Marvel Holiday Special 2007 (2007) #1 [D ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=24334
"19,805",01/2008,Ghost Rider Annual (2008) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=24712
"19,806",10/2007,Ghost Rider (2006) #14,-,https://cmro.travis-starnes.com/detail.php?idvalue=24908
"19,807",11/2007,Ghost Rider (2006) #15,-,https://cmro.travis-starnes.com/detail.php?idvalue=24909
"19,808",12/2007,Ghost Rider (2006) #16,-,https://cmro.travis-starnes.com/detail.php?idvalue=24934
"19,809",01/2008,Ghost Rider (2006) #17,-,https://cmro.travis-starnes.com/detail.php?idvalue=24935
"19,810",02/2008,Ghost Rider (2006) #18,-,https://cmro.travis-starnes.com/detail.php?idvalue=24936
"19,811",03/2008,Ghost Rider (2006) #19,-,https://cmro.travis-starnes.com/detail.php?idvalue=24937
"19,812",06/2008,Iron Man: Legacy of Doom (2008) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=49939
"19,813",07/2008,Iron Man: Legacy of Doom (2008) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=49940
"19,814",08/2008,Iron Man: Legacy of Doom (2008) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=49941
"19,815",09/2008,Iron Man: Legacy of Doom (2008) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=49942
"19,816",11/2007,X-Men: Emperor Vulcan (2007) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=26605
"19,817",12/2007,X-Men: Emperor Vulcan (2007) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=26606
"19,818",01/2008,X-Men: Emperor Vulcan (2007) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=26607
"19,819",02/2008,X-Men: Emperor Vulcan (2007) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=26638
"19,820",03/2008,X-Men: Emperor Vulcan (2007) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=26639
"19,821",03/2008,Avengers Classic (2007) #8 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=38534
"19,822",02/2008,Amazing Spider-Man (1999) #546 [A Story],Brand New Day,https://cmro.travis-starnes.com/detail.php?idvalue=25134
"19,823",02/2008,Amazing Spider-Man (1999) #546 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=25209
"19,824",02/2008,Amazing Spider-Man (1999) #546 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=25210
"19,825",02/2008,Amazing Spider-Man (1999) #546 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=25211
"19,826",03/2008,Amazing Spider-Man (1999) #547,Brand New Day,https://cmro.travis-starnes.com/detail.php?idvalue=25161
"19,827",03/2008,Amazing Spider-Man (1999) #548,Brand New Day,https://cmro.travis-starnes.com/detail.php?idvalue=25162
"19,828",04/2006,Astonishing X-Men (2004) #13,-,https://cmro.travis-starnes.com/detail.php?idvalue=24831
"19,829",06/2006,Astonishing X-Men (2004) #14,-,https://cmro.travis-starnes.com/detail.php?idvalue=24832
"19,830",08/2006,Astonishing X-Men (2004) #15,-,https://cmro.travis-starnes.com/detail.php?idvalue=24833
"19,831",10/2006,Astonishing X-Men (2004) #16,-,https://cmro.travis-starnes.com/detail.php?idvalue=24834
"19,832",11/2006,Astonishing X-Men (2004) #17,-,https://cmro.travis-starnes.com/detail.php?idvalue=24835
"19,833",12/2006,Astonishing X-Men (2004) #18,-,https://cmro.travis-starnes.com/detail.php?idvalue=24836
"19,834",02/2007,Astonishing X-Men (2004) #19,-,https://cmro.travis-starnes.com/detail.php?idvalue=24837
"19,835",02/2007,Astonishing X-Men (2004) #20,-,https://cmro.travis-starnes.com/detail.php?idvalue=24838
"19,836",05/2007,Astonishing X-Men (2004) #21,-,https://cmro.travis-starnes.com/detail.php?idvalue=24839
"19,837",10/2007,Astonishing X-Men (2004) #22,-,https://cmro.travis-starnes.com/detail.php?idvalue=24840
"19,838",01/2008,Astonishing X-Men (2004) #23,-,https://cmro.travis-starnes.com/detail.php?idvalue=24841
"19,839",03/2008,Astonishing X-Men (2004) #24,-,https://cmro.travis-starnes.com/detail.php?idvalue=24842
"19,840",07/2008,Giant-Size Astonishing X-Men (2008) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=24843
"19,841",12/2007,X-Men: Messiah Complex (2007) #1,Messiah Complex,https://cmro.travis-starnes.com/detail.php?idvalue=24977
"19,842",01/2008,Uncanny X-Men (1981) #492,Messiah Complex,https://cmro.travis-starnes.com/detail.php?idvalue=24978
"19,843",01/2008,X-Factor (2005) #25,Messiah Complex,https://cmro.travis-starnes.com/detail.php?idvalue=24979
"19,844",01/2008,New X-Men (2004) #44,Messiah Complex,https://cmro.travis-starnes.com/detail.php?idvalue=24980
"19,845",01/2008,X-Men (1991) #205,Messiah Complex,https://cmro.travis-starnes.com/detail.php?idvalue=24981
"19,846",02/2008,Uncanny X-Men (1981) #493,Messiah Complex,https://cmro.travis-starnes.com/detail.php?idvalue=24982
"19,847",02/2008,X-Factor (2005) #26,Messiah Complex,https://cmro.travis-starnes.com/detail.php?idvalue=24983
"19,848",02/2008,New X-Men (2004) #45,Messiah Complex,https://cmro.travis-starnes.com/detail.php?idvalue=24984
"19,849",02/2008,X-Men (1991) #206,Messiah Complex,https://cmro.travis-starnes.com/detail.php?idvalue=24985
"19,850",03/2008,Uncanny X-Men (1981) #494,Messiah Complex,https://cmro.travis-starnes.com/detail.php?idvalue=24986
"19,851",03/2008,X-Factor (2005) #27,Messiah Complex,https://cmro.travis-starnes.com/detail.php?idvalue=24987
"19,852",03/2008,New X-Men (2004) #46,Messiah Complex,https://cmro.travis-starnes.com/detail.php?idvalue=25018
"19,853",03/2008,X-Men (1991) #207,Messiah Complex,https://cmro.travis-starnes.com/detail.php?idvalue=25019
"19,854",04/2008,X-Men: Legacy (2008) #208,Divided We Stand,https://cmro.travis-starnes.com/detail.php?idvalue=25025
"19,855",05/2008,X-Men: Legacy (2008) #209,Divided We Stand,https://cmro.travis-starnes.com/detail.php?idvalue=25026
"19,856",06/2008,X-Men: Legacy (2008) #210,Divided We Stand,https://cmro.travis-starnes.com/detail.php?idvalue=25027
"19,857",08/2007,Annihilation Conquest: Prologue (2007) #1,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25958
"19,858",09/2007,Annihilation Conquest: Starlord (2007) #1,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25959
"19,859",10/2007,Annihilation Conquest: Starlord (2007) #2,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25960
"19,860",11/2007,Annihilation Conquest: Starlord (2007) #3,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25961
"19,861",12/2007,Annihilation Conquest: Starlord (2007) #4,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25962
"19,862",09/2007,Annihilation Conquest: Quasar (2007) #1,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25939
"19,863",10/2007,Annihilation Conquest: Quasar (2007) #2,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25963
"19,864",11/2007,Annihilation Conquest: Quasar (2007) #3,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25964
"19,865",12/2007,Annihilation Conquest: Quasar (2007) #4,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25965
"19,866",09/2007,Annihilation Conquest: Wraith (2007) #1,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25966
"19,867",10/2007,Annihilation Conquest: Wraith (2007) #2,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25967
"19,868",11/2007,Annihilation Conquest: Wraith (2007) #3,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25968
"19,869",12/2007,Annihilation Conquest: Wraith (2007) #4,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25969
"19,870",09/2007,Nova (2007) #4,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25970
"19,871",10/2007,Nova (2007) #5,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25971
"19,872",11/2007,Nova (2007) #6,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25972
"19,873",12/2007,Nova (2007) #7,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25973
"19,874",01/2008,Annihilation: Conquest (2008) #1,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25974
"19,875",02/2008,Annihilation: Conquest (2008) #2,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25975
"19,876",01/2008,Nova (2007) #8,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25976
"19,877",02/2008,Nova (2007) #9,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25977
"19,878",03/2008,Nova (2007) #10,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25978
"19,879",04/2008,Nova Annual (2008) #1,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25979
"19,880",03/2008,Annihilation: Conquest (2008) #3,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25980
"19,881",04/2008,Annihilation: Conquest (2008) #4,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25981
"19,882",05/2008,Annihilation: Conquest (2008) #5,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25982
"19,883",05/2008,Nova (2007) #11,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25983
"19,884",06/2008,Nova (2007) #12,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25988
"19,885",06/2008,Annihilation: Conquest (2008) #6,Annihilation: Conquest,https://cmro.travis-starnes.com/detail.php?idvalue=25989
"19,886",12/2007,Marvel Zombies 2 (2007) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=28043
"19,887",01/2008,Marvel Zombies 2 (2007) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=28044
"19,888",02/2008,Marvel Zombies 2 (2007) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=28045
"19,889",03/2008,Marvel Zombies 2 (2007) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=28046
"19,890",04/2008,Marvel Zombies 2 (2007) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=28047
"19,891",07/2008,Giant-Size Incredible Hulk (2008) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=24285
"19,892",01/2008,X-Men: First Class (2007) #6 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=24286
"19,893",02/2008,X-Men: First Class (2007) #7,-,https://cmro.travis-starnes.com/detail.php?idvalue=24287
"19,894",01/2008,X-Men: First Class (2007) #6 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=24288
"19,895",03/2008,X-Men: First Class (2007) #8,-,https://cmro.travis-starnes.com/detail.php?idvalue=24427
"19,896",02/2008,Hulk vs. Fin Fang Foom (2008) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=24376
"19,897",02/2008,Spider-Man Family (2007) #6 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=27984
"19,898",04/2008,Spider-Man Family (2007) #7,-,https://cmro.travis-starnes.com/detail.php?idvalue=27985
"19,899",03/2008,The Twelve (2008) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=27038
"19,900",04/2008,The Twelve (2008) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=27039
"19,901",05/2008,The Twelve (2008) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=27040
"19,902",06/2008,The Twelve (2008) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=27041
"19,903",07/2008,The Twelve (2008) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=27053
"19,904",08/2008,The Twelve (2008) #6,-,https://cmro.travis-starnes.com/detail.php?idvalue=27054
"19,905",10/2008,The Twelve (2008) #7,-,https://cmro.travis-starnes.com/detail.php?idvalue=27055
"19,906",12/2008,The Twelve (2008) #8,-,https://cmro.travis-starnes.com/detail.php?idvalue=27056
"19,907",04/2008,Avengers Classic (2007) #9 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=38535
"19,908",01/2008,Captain Marvel (2008) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=26270
"19,909",04/2008,Young Avengers Presents (2008) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=25672
"19,910",02/2008,Captain Marvel (2008) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=26271
"19,911",03/2008,Captain Marvel (2008) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=26272
"19,912",05/2008,Captain Marvel (2008) #4,Secret Invasion,https://cmro.travis-starnes.com/detail.php?idvalue=26273
"19,913",06/2008,Captain Marvel (2008) #5,Secret Invasion,https://cmro.travis-starnes.com/detail.php?idvalue=26274
"19,914",03/2008,Cable and Deadpool (2004) #49,-,https://cmro.travis-starnes.com/detail.php?idvalue=24899
"19,915",04/2008,Cable and Deadpool (2004) #50,-,https://cmro.travis-starnes.com/detail.php?idvalue=24900
"19,916",03/2008,Amazing Spider-Man (1999) #549,Brand New Day,https://cmro.travis-starnes.com/detail.php?idvalue=25163
"19,917",04/2008,Amazing Spider-Man (1999) #550,Brand New Day,https://cmro.travis-starnes.com/detail.php?idvalue=25164
"19,918",04/2008,Amazing Spider-Man (1999) #551,Brand New Day,https://cmro.travis-starnes.com/detail.php?idvalue=25165
"19,919",10/2007,Terror Inc (2007) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=38492
"19,920",11/2007,Terror Inc (2007) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=38493
"19,921",12/2007,Terror Inc (2007) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=38494
"19,922",01/2008,Terror Inc (2007) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=38495
"19,923",04/2008,Terror Inc (2007) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=38496
"19,924",12/2007,She-Hulk (2005) #22,-,https://cmro.travis-starnes.com/detail.php?idvalue=25268
"19,925",01/2008,She-Hulk (2005) #23,-,https://cmro.travis-starnes.com/detail.php?idvalue=25269
"19,926",02/2008,She-Hulk (2005) #24,-,https://cmro.travis-starnes.com/detail.php?idvalue=25270
"19,927",03/2008,She-Hulk (2005) #25 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=25271
"19,928",04/2008,She-Hulk (2005) #26,-,https://cmro.travis-starnes.com/detail.php?idvalue=25272
"19,929",03/2008,She-Hulk (2005) #25 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=25311
"19,930",05/2008,She-Hulk (2005) #27,-,https://cmro.travis-starnes.com/detail.php?idvalue=25832
"19,931",06/2008,She-Hulk (2005) #28,-,https://cmro.travis-starnes.com/detail.php?idvalue=25833
"19,932",07/2008,She-Hulk (2005) #29,-,https://cmro.travis-starnes.com/detail.php?idvalue=25834
"19,933",08/2008,She-Hulk (2005) #30,-,https://cmro.travis-starnes.com/detail.php?idvalue=25838
"19,934",05/2008,The Last Defenders (2008) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=25438
"19,935",06/2008,The Last Defenders (2008) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=25439
"19,936",07/2008,The Last Defenders (2008) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=25440
"19,937",08/2008,The Last Defenders (2008) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=25441
