Order,Publish Date,Title,Story Arc,Detail Link
"7,646",08/1989,Thor (1966) #406 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7693
"7,647",07/1989,Daredevil (1964) #268,-,https://cmro.travis-starnes.com/detail.php?idvalue=7450
"7,648",04/1989,Iron Man (1968) #241,-,https://cmro.travis-starnes.com/detail.php?idvalue=7623
"7,649",05/1989,Iron Man (1968) #242,-,https://cmro.travis-starnes.com/detail.php?idvalue=7624
"7,650",06/1989,Iron Man (1968) #243,-,https://cmro.travis-starnes.com/detail.php?idvalue=7625
"7,651",09/1989,Fantastic Four (1961) #330,-,https://cmro.travis-starnes.com/detail.php?idvalue=7583
"7,652",07/1989,Web of Spider-Man (1985) #52,-,https://cmro.travis-starnes.com/detail.php?idvalue=7638
"7,653",06/1989,Speedball (1988) #10,-,https://cmro.travis-starnes.com/detail.php?idvalue=7657
"7,654",09/1989,Excalibur (1988) #12,The Cross-Time Caper,https://cmro.travis-starnes.com/detail.php?idvalue=7510
"7,655",10/1989,Excalibur (1988) #13,The Cross-Time Caper,https://cmro.travis-starnes.com/detail.php?idvalue=7511
"7,656",10/1989,Fantastic Four (1961) #331,-,https://cmro.travis-starnes.com/detail.php?idvalue=7584
"7,657",03/1989,West Coast Avengers (1985) #42,Vision Quest,https://cmro.travis-starnes.com/detail.php?idvalue=7571
"7,658",04/1989,West Coast Avengers (1985) #43,Vision Quest,https://cmro.travis-starnes.com/detail.php?idvalue=7572
"7,659",05/1989,West Coast Avengers (1985) #44,Vision Quest,https://cmro.travis-starnes.com/detail.php?idvalue=7573
"7,660",06/1989,West Coast Avengers (1985) #45,Vision Quest,https://cmro.travis-starnes.com/detail.php?idvalue=7574
"7,661",08/1989,Amazing Spider-Man (1963) #318,-,https://cmro.travis-starnes.com/detail.php?idvalue=7688
"7,662",09/1989,Amazing Spider-Man (1963) #319,-,https://cmro.travis-starnes.com/detail.php?idvalue=7689
"7,663",06/1989,Solo Avengers (1987) #19 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7554
"7,664",07/1989,Solo Avengers (1987) #20 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7555
"7,665",08/1989,Avengers Spotlight (1989) #21 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7556
"7,666",06/1989,Solo Avengers (1987) #19 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7557
"7,667",07/1989,Solo Avengers (1987) #20 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7558
"7,668",08/1989,Avengers Spotlight (1989) #21 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7559
"7,669",06/1989,Marvel Comics Presents (1988) #22 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7311
"7,670",07/1989,Marvel Comics Presents (1988) #23 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7312
"7,671",07/1989,Marvel Comics Presents (1988) #23 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7313
"7,672",07/1989,Marvel Comics Presents (1988) #24 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7466
"7,673",11/1989,Fantastic Four (1961) #332,-,https://cmro.travis-starnes.com/detail.php?idvalue=7585
"7,674",11/1989,Fantastic Four (1961) #333,-,https://cmro.travis-starnes.com/detail.php?idvalue=7586
"7,675",08/1989,St. George (1988) #8,-,https://cmro.travis-starnes.com/detail.php?idvalue=27429
"7,676",07/1989,Marvel Comics Presents (1988) #24 [D Story],Pharaoh's Legacy,https://cmro.travis-starnes.com/detail.php?idvalue=7467
"7,677",08/1989,Marvel Comics Presents (1988) #25 [A Story],Pharaoh's Legacy,https://cmro.travis-starnes.com/detail.php?idvalue=7468
"7,678",08/1989,Marvel Comics Presents (1988) #26 [A Story],Pharaoh's Legacy,https://cmro.travis-starnes.com/detail.php?idvalue=7469
"7,679",09/1989,Marvel Comics Presents (1988) #27 [A Story],Pharaoh's Legacy,https://cmro.travis-starnes.com/detail.php?idvalue=7470
"7,680",09/1989,Marvel Comics Presents (1988) #28 [A Story],Pharaoh's Legacy,https://cmro.travis-starnes.com/detail.php?idvalue=7471
"7,681",10/1989,Marvel Comics Presents (1988) #29 [A Story],Pharaoh's Legacy,https://cmro.travis-starnes.com/detail.php?idvalue=7472
"7,682",10/1989,Marvel Comics Presents (1988) #30 [A Story],Pharaoh's Legacy,https://cmro.travis-starnes.com/detail.php?idvalue=7473
"7,683",11/1989,Marvel Comics Presents (1988) #31 [A Story],Pharaoh's Legacy,https://cmro.travis-starnes.com/detail.php?idvalue=7474
"7,684",08/1989,Marvel Comics Presents (1988) #25 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7475
"7,685",08/1989,Marvel Comics Presents (1988) #25 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7476
"7,686",08/1989,Marvel Comics Presents (1988) #26 [C Story],Rise and Shine,https://cmro.travis-starnes.com/detail.php?idvalue=7477
"7,687",09/1989,Marvel Comics Presents (1988) #27 [C Story],Rise and Shine,https://cmro.travis-starnes.com/detail.php?idvalue=7478
"7,688",09/1989,Marvel Comics Presents (1988) #28 [C Story],Rise and Shine,https://cmro.travis-starnes.com/detail.php?idvalue=7479
"7,689",10/1989,Marvel Comics Presents (1988) #29 [C Story],Rise and Shine,https://cmro.travis-starnes.com/detail.php?idvalue=7480
"7,690",10/1989,Marvel Comics Presents (1988) #30 [C Story],Rise and Shine,https://cmro.travis-starnes.com/detail.php?idvalue=7481
"7,691",11/1989,Marvel Comics Presents (1988) #31 [C Story],Rise and Shine,https://cmro.travis-starnes.com/detail.php?idvalue=7482
"7,692",11/1989,Marvel Comics Presents (1988) #32 [C Story],Rise and Shine,https://cmro.travis-starnes.com/detail.php?idvalue=7483
"7,693",11/1989,Marvel Comics Presents (1988) #33 [C Story],Rise and Shine,https://cmro.travis-starnes.com/detail.php?idvalue=7484
"7,694",12/1989,Marvel Comics Presents (1988) #34 [C Story],Rise and Shine,https://cmro.travis-starnes.com/detail.php?idvalue=7485
"7,695",12/1989,Marvel Comics Presents (1988) #35 [C Story],Rise and Shine,https://cmro.travis-starnes.com/detail.php?idvalue=7486
"7,696",08/1989,Marvel Comics Presents (1988) #26 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7487
"7,697",09/1989,Marvel Comics Presents (1988) #27 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7488
"7,698",09/1989,Marvel Comics Presents (1988) #28 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7489
"7,699",10/1989,Marvel Comics Presents (1988) #29 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7490
"7,700",10/1989,Marvel Comics Presents (1988) #30 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7491
"7,701",05/1989,Incredible Hulk (1962) #355,-,https://cmro.travis-starnes.com/detail.php?idvalue=7645
"7,702",06/1989,Incredible Hulk (1962) #356,-,https://cmro.travis-starnes.com/detail.php?idvalue=7661
"7,703",07/1989,Incredible Hulk (1962) #357,-,https://cmro.travis-starnes.com/detail.php?idvalue=7662
"7,704",08/1989,Incredible Hulk (1962) #358,-,https://cmro.travis-starnes.com/detail.php?idvalue=7663
"7,705",09/1989,Incredible Hulk (1962) #359,-,https://cmro.travis-starnes.com/detail.php?idvalue=7664
"7,706",01/1990,Critical Mass (1990) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=27431
"7,707",02/1990,Critical Mass (1990) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=27432
"7,708",03/1990,Critical Mass (1990) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=27433
"7,709",04/1990,Critical Mass (1990) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=27434
"7,710",05/1990,Critical Mass (1990) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=27435
"7,711",06/1990,Critical Mass (1990) #6,-,https://cmro.travis-starnes.com/detail.php?idvalue=27436
"7,712",07/1990,Critical Mass (1990) #7,-,https://cmro.travis-starnes.com/detail.php?idvalue=27437
"7,713",10/1989,Avengers Spotlight (1989) #23 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7598
"7,714",07/1989,West Coast Avengers (1985) #46,-,https://cmro.travis-starnes.com/detail.php?idvalue=7575
"7,715",08/1989,Sensational She-Hulk (1989) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=7631
"7,716",09/1989,Avengers Spotlight (1989) #22 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7591
"7,717",10/1989,Avengers Spotlight (1989) #23 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7592
"7,718",11/1989,Avengers Spotlight (1989) #24 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7593
"7,719",11/1989,Avengers Spotlight (1989) #25 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7594
"7,720",09/1989,Avengers Spotlight (1989) #22 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7597
"7,721",11/1989,Avengers Spotlight (1989) #24 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7599
"7,722",11/1989,Avengers Spotlight (1989) #25 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7600
"7,723",09/1989,Marc Spector: Moon Knight (1989) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=7714
"7,724",10/1989,Marc Spector: Moon Knight (1989) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=7715
"7,725",08/1989,Daredevil (1964) #269,-,https://cmro.travis-starnes.com/detail.php?idvalue=7451
"7,726",11/1989,Marvel Comics Presents (1988) #32 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7500
"7,727",11/1989,Marvel Comics Presents (1988) #33 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7501
"7,728",12/1989,Marvel Comics Presents (1988) #34 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7502
"7,729",12/1989,Marvel Comics Presents (1988) #35 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7503
"7,730",12/1989,Marvel Comics Presents (1988) #36 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7504
"7,731",12/1989,Marvel Comics Presents (1988) #37 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7505
"7,732",12/1989,Marvel Comics Presents (1988) #38 [B Story],Stardust,https://cmro.travis-starnes.com/detail.php?idvalue=7527
"7,733",01/1990,Marvel Comics Presents (1988) #39 [B Story],Stardust,https://cmro.travis-starnes.com/detail.php?idvalue=7528
"7,734",01/1990,Marvel Comics Presents (1988) #40 [B Story],Stardust,https://cmro.travis-starnes.com/detail.php?idvalue=7529
"7,735",01/1990,Marvel Comics Presents (1988) #41 [B Story],Stardust,https://cmro.travis-starnes.com/detail.php?idvalue=7530
"7,736",02/1990,Marvel Comics Presents (1988) #42 [B Story],Stardust,https://cmro.travis-starnes.com/detail.php?idvalue=7531
"7,737",02/1990,Marvel Comics Presents (1988) #43 [B Story],Stardust,https://cmro.travis-starnes.com/detail.php?idvalue=7532
"7,738",03/1990,Marvel Comics Presents (1988) #44 [B Story],Stardust,https://cmro.travis-starnes.com/detail.php?idvalue=7533
"7,739",03/1990,Marvel Comics Presents (1988) #45 [B Story],Stardust,https://cmro.travis-starnes.com/detail.php?idvalue=7534
"7,740",11/1989,Marc Spector: Moon Knight (1989) #6,-,https://cmro.travis-starnes.com/detail.php?idvalue=7832
"7,741",11/1989,Marc Spector: Moon Knight (1989) #7,-,https://cmro.travis-starnes.com/detail.php?idvalue=7833
"7,742",03/1989,Havok and Wolverine: Meltdown (1989) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=7452
"7,743",05/1989,Havok and Wolverine: Meltdown (1989) #2,-,https://cmro.travis-starnes.com/detail.php?idvalue=7453
"7,744",07/1989,Havok and Wolverine: Meltdown (1989) #3,-,https://cmro.travis-starnes.com/detail.php?idvalue=7454
"7,745",02/1989,Havok and Wolverine: Meltdown (1989) #4,-,https://cmro.travis-starnes.com/detail.php?idvalue=7455
"7,746",07/1989,Avengers (1963) #305,-,https://cmro.travis-starnes.com/detail.php?idvalue=7587
"7,747",08/1989,Avengers (1963) #306,-,https://cmro.travis-starnes.com/detail.php?idvalue=7588
"7,748",09/1989,Avengers (1963) #307,-,https://cmro.travis-starnes.com/detail.php?idvalue=7589
"7,749",10/1989,Avengers (1963) #308,-,https://cmro.travis-starnes.com/detail.php?idvalue=7590
"7,750",11/1989,Avengers (1963) #309,-,https://cmro.travis-starnes.com/detail.php?idvalue=7595
"7,751",11/1989,Avengers (1963) #310,-,https://cmro.travis-starnes.com/detail.php?idvalue=7596
"7,752",09/1989,Classic X-Men (1986) #37 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=15957
"7,753",09/1989,Sensational She-Hulk (1989) #5,-,https://cmro.travis-starnes.com/detail.php?idvalue=7632
"7,754",06/1989,The Spectacular Spider-Man (1988) #151,-,https://cmro.travis-starnes.com/detail.php?idvalue=7649
"7,755",07/1989,The Spectacular Spider-Man (1988) #152,-,https://cmro.travis-starnes.com/detail.php?idvalue=7650
"7,756",08/1989,Web of Spider-Man (1985) #53,-,https://cmro.travis-starnes.com/detail.php?idvalue=7651
"7,757",08/1989,The Spectacular Spider-Man (1988) #153,-,https://cmro.travis-starnes.com/detail.php?idvalue=7652
"7,758",09/1989,Web of Spider-Man (1985) #54,-,https://cmro.travis-starnes.com/detail.php?idvalue=7705
"7,759",10/1989,Marvel Fanfare (1982) #46 [A Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7758
"7,760",10/1989,Marvel Fanfare (1982) #46 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7759
"7,761",10/1989,Incredible Hulk (1962) #360,-,https://cmro.travis-starnes.com/detail.php?idvalue=7760
"7,762",09/1989,Marvel Tales (1964) #227 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=36943
"7,763",10/1989,Marvel Tales (1964) #228 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=36944
"7,764",11/1989,Marvel Tales (1964) #229 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=36945
"7,765",08/1989,Avengers West Coast (1989) #47,-,https://cmro.travis-starnes.com/detail.php?idvalue=7601
"7,766",09/1989,Avengers West Coast (1989) #48,-,https://cmro.travis-starnes.com/detail.php?idvalue=7602
"7,767",10/1989,Avengers West Coast (1989) #49,-,https://cmro.travis-starnes.com/detail.php?idvalue=7603
"7,768",10/1989,Classic X-Men (1986) #38 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=15958
"7,769",11/1989,Captain Marvel (1989) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=7609
"7,770",07/1989,Iron Man (1968) #244,-,https://cmro.travis-starnes.com/detail.php?idvalue=7626
"7,771",11/1988,Alpha Flight (1983) #64,-,https://cmro.travis-starnes.com/detail.php?idvalue=7091
"7,772",12/1988,Alpha Flight (1983) #65,-,https://cmro.travis-starnes.com/detail.php?idvalue=7092
"7,773",01/1989,Alpha Flight (1983) #66,-,https://cmro.travis-starnes.com/detail.php?idvalue=7093
"7,774",02/1989,Alpha Flight (1983) #67,Wrath of the Dreamqueen,https://cmro.travis-starnes.com/detail.php?idvalue=7094
"7,775",03/1989,Alpha Flight (1983) #68,Wrath of the Dreamqueen,https://cmro.travis-starnes.com/detail.php?idvalue=7095
"7,776",04/1989,Alpha Flight (1983) #69,Wrath of the Dreamqueen,https://cmro.travis-starnes.com/detail.php?idvalue=7096
"7,777",05/1989,Alpha Flight (1983) #70,Wrath of the Dreamqueen,https://cmro.travis-starnes.com/detail.php?idvalue=7097
"7,778",06/1989,Alpha Flight (1983) #71,-,https://cmro.travis-starnes.com/detail.php?idvalue=7099
"7,779",07/1989,Alpha Flight (1983) #72,-,https://cmro.travis-starnes.com/detail.php?idvalue=7100
"7,780",08/1989,Alpha Flight (1983) #73,-,https://cmro.travis-starnes.com/detail.php?idvalue=7101
"7,781",09/1989,Alpha Flight (1983) #74,-,https://cmro.travis-starnes.com/detail.php?idvalue=7102
"7,782",10/1989,Alpha Flight (1983) #75,-,https://cmro.travis-starnes.com/detail.php?idvalue=7103
"7,783",11/1989,Alpha Flight (1983) #76,-,https://cmro.travis-starnes.com/detail.php?idvalue=7104
"7,784",09/1989,The Spectacular Spider-Man (1988) #154,-,https://cmro.travis-starnes.com/detail.php?idvalue=7706
"7,785",10/1989,Web of Spider-Man (1985) #55,-,https://cmro.travis-starnes.com/detail.php?idvalue=7707
"7,786",11/1989,Classic X-Men (1986) #39 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=15959
"7,787",10/1989,Sensational She-Hulk (1989) #6,-,https://cmro.travis-starnes.com/detail.php?idvalue=7633
"7,788",11/1989,Sensational She-Hulk (1989) #7,-,https://cmro.travis-starnes.com/detail.php?idvalue=7634
"7,789",11/1989,Sensational She-Hulk (1989) #8,-,https://cmro.travis-starnes.com/detail.php?idvalue=7635
"7,790",07/1989,Silver Surfer (1987) #25,The Kree-Skrull War (1989),https://cmro.travis-starnes.com/detail.php?idvalue=7669
"7,791",08/1989,Silver Surfer (1987) #26,The Kree-Skrull War (1989),https://cmro.travis-starnes.com/detail.php?idvalue=7670
"7,792",09/1989,Silver Surfer (1987) #27,The Kree-Skrull War (1989),https://cmro.travis-starnes.com/detail.php?idvalue=7671
"7,793",10/1989,Silver Surfer (1987) #28,The Kree-Skrull War (1989),https://cmro.travis-starnes.com/detail.php?idvalue=7672
"7,794",09/1989,Daredevil (1964) #270,-,https://cmro.travis-starnes.com/detail.php?idvalue=7895
"7,795",08/1989,The Mutant Misadventures of Cloak and Dagger ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=7698
"7,796",10/1989,The Mutant Misadventures of Cloak and Dagger ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=7699
"7,797",11/1989,The Mutant Misadventures of Cloak and Dagger ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=7924
"7,798",08/1989,Iron Man (1968) #245,-,https://cmro.travis-starnes.com/detail.php?idvalue=7702
"7,799",08/1989,Silver Surfer Annual (1988) #2 [G Story],Saga of the Serpent Crown,https://cmro.travis-starnes.com/detail.php?idvalue=7847
"7,800",08/1989,Iron Man Annual (1970) #10 [D Story],Saga of the Serpent Crown,https://cmro.travis-starnes.com/detail.php?idvalue=7848
"7,801",08/1989,X-Men Annual (1979) #13 [C Story],Saga of the Serpent Crown,https://cmro.travis-starnes.com/detail.php?idvalue=7849
"7,802",09/1989,Amazing Spider-Man Annual (1964) #23 [D ...,Saga of the Serpent Crown,https://cmro.travis-starnes.com/detail.php?idvalue=7850
"7,803",09/1989,The Punisher Annual (1988) #2 [D Story],Saga of the Serpent Crown,https://cmro.travis-starnes.com/detail.php?idvalue=7851
"7,804",09/1989,The Spectacular Spider-Man Annual (1988) #9 ...,Saga of the Serpent Crown,https://cmro.travis-starnes.com/detail.php?idvalue=7852
"7,805",09/1989,Daredevil Annual (1967) #5 [E Story],Saga of the Serpent Crown,https://cmro.travis-starnes.com/detail.php?idvalue=7853
"7,806",10/1989,Avengers Annual (1967) #18 [D Story],Saga of the Serpent Crown,https://cmro.travis-starnes.com/detail.php?idvalue=7854
"7,807",10/1989,New Mutants Annual (1985) #5 [C Story],Saga of the Serpent Crown,https://cmro.travis-starnes.com/detail.php?idvalue=7855
"7,808",10/1989,X-Factor Annual (1986) #4 [D Story],Saga of the Serpent Crown,https://cmro.travis-starnes.com/detail.php?idvalue=7856
"7,809",11/1989,Web of Spider-Man Annual (1985) #5 [E Story],Saga of the Serpent Crown,https://cmro.travis-starnes.com/detail.php?idvalue=7857
"7,810",11/1989,Avengers West Coast Annual (1989) #4 [E ...,Saga of the Serpent Crown,https://cmro.travis-starnes.com/detail.php?idvalue=7858
"7,811",11/1989,Thor Annual (1966) #14 [E Story],Saga of the Serpent Crown,https://cmro.travis-starnes.com/detail.php?idvalue=7859
"7,812",08/1989,Silver Surfer Annual (1988) #2 [A Story],Atlantis Attacks,https://cmro.travis-starnes.com/detail.php?idvalue=7786
"7,813",11/1989,Avengers West Coast (1989) #50,-,https://cmro.travis-starnes.com/detail.php?idvalue=7604
"7,814",11/1989,Avengers West Coast (1989) #51,-,https://cmro.travis-starnes.com/detail.php?idvalue=7605
"7,815",12/1989,Avengers West Coast (1989) #52,-,https://cmro.travis-starnes.com/detail.php?idvalue=7606
"7,816",08/1989,Iron Man Annual (1970) #10 [A Story],Atlantis Attacks,https://cmro.travis-starnes.com/detail.php?idvalue=7787
"7,817",08/1989,Iron Man Annual (1970) #10 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7815
"7,818",08/1989,Iron Man Annual (1970) #10 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7816
"7,819",09/1989,Iron Man (1968) #246,-,https://cmro.travis-starnes.com/detail.php?idvalue=7716
"7,820",08/1989,X-Men Annual (1979) #13 [A Story],Atlantis Attacks,https://cmro.travis-starnes.com/detail.php?idvalue=7788
"7,821",09/1989,Amazing Spider-Man Annual (1964) #23 [A ...,Atlantis Attacks,https://cmro.travis-starnes.com/detail.php?idvalue=7789
"7,822",09/1989,The Punisher Annual (1988) #2 [A Story],Atlantis Attacks,https://cmro.travis-starnes.com/detail.php?idvalue=7790
"7,823",09/1989,The Spectacular Spider-Man Annual (1988) #9 ...,Atlantis Attacks,https://cmro.travis-starnes.com/detail.php?idvalue=7791
"7,824",09/1989,Daredevil Annual (1967) #5 [A Story],Atlantis Attacks,https://cmro.travis-starnes.com/detail.php?idvalue=7792
"7,825",10/1989,Avengers Annual (1967) #18 [A Story],Atlantis Attacks,https://cmro.travis-starnes.com/detail.php?idvalue=7793
"7,826",10/1989,New Mutants Annual (1985) #5 [A Story],Atlantis Attacks,https://cmro.travis-starnes.com/detail.php?idvalue=7794
"7,827",10/1989,X-Factor Annual (1986) #4 [A Story],Atlantis Attacks,https://cmro.travis-starnes.com/detail.php?idvalue=7795
"7,828",11/1989,Web of Spider-Man Annual (1985) #5 [A Story],Atlantis Attacks,https://cmro.travis-starnes.com/detail.php?idvalue=7796
"7,829",11/1989,Avengers West Coast Annual (1989) #4 [D ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=7814
"7,830",11/1989,Avengers West Coast Annual (1989) #4 [A ...,Atlantis Attacks,https://cmro.travis-starnes.com/detail.php?idvalue=7797
"7,831",11/1989,Thor Annual (1966) #14 [A Story],Atlantis Attacks,https://cmro.travis-starnes.com/detail.php?idvalue=7798
"7,832",11/1989,Fantastic Four Annual (1963) #22 [A Story],Atlantis Attacks,https://cmro.travis-starnes.com/detail.php?idvalue=7799
"7,833",11/1989,Fantastic Four Annual (1963) #22 [E Story],Saga of the Serpent Crown,https://cmro.travis-starnes.com/detail.php?idvalue=7860
"7,834",08/1989,Silver Surfer Annual (1988) #2 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7844
"7,835",08/1989,Silver Surfer Annual (1988) #2 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7845
"7,836",08/1989,Silver Surfer Annual (1988) #2 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7846
"7,837",08/1989,Silver Surfer Annual (1988) #2 [E Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7839
"7,838",08/1989,Silver Surfer Annual (1988) #2 [F Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7840
"7,839",08/1989,X-Men Annual (1979) #13 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7808
"7,840",09/1989,Amazing Spider-Man Annual (1964) #23 [B ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=7841
"7,841",09/1989,Amazing Spider-Man Annual (1964) #23 [C ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=7842
"7,842",09/1989,The Punisher Annual (1988) #2 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7843
"7,843",09/1989,The Punisher Annual (1988) #2 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=8057
"7,844",09/1989,The Spectacular Spider-Man Annual (1988) #9 ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=7800
"7,845",09/1989,The Spectacular Spider-Man Annual (1988) #9 ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=7801
"7,846",09/1989,Daredevil Annual (1967) #5 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7802
"7,847",09/1989,Daredevil Annual (1967) #5 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7803
"7,848",09/1989,Daredevil Annual (1967) #5 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7804
"7,849",10/1989,Avengers Annual (1967) #18 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7552
"7,850",10/1989,Avengers Annual (1967) #18 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7805
"7,851",10/1989,New Mutants Annual (1985) #5 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7806
"7,852",10/1989,X-Factor Annual (1986) #4 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7807
"7,853",10/1989,X-Factor Annual (1986) #4 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7884
"7,854",11/1989,Web of Spider-Man Annual (1985) #5 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7809
"7,855",11/1989,Web of Spider-Man Annual (1985) #5 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7810
"7,856",11/1989,Web of Spider-Man Annual (1985) #5 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7811
"7,857",11/1989,Avengers West Coast Annual (1989) #4 [B ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=7812
"7,858",11/1989,Avengers West Coast Annual (1989) #4 [C ...,-,https://cmro.travis-starnes.com/detail.php?idvalue=7813
"7,859",11/1989,Thor Annual (1966) #14 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7817
"7,860",11/1989,Thor Annual (1966) #14 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7818
"7,861",11/1989,Thor Annual (1966) #14 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7819
"7,862",11/1989,Fantastic Four Annual (1963) #22 [B Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7820
"7,863",11/1989,Fantastic Four Annual (1963) #22 [C Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7821
"7,864",11/1989,Fantastic Four Annual (1963) #22 [D Story],-,https://cmro.travis-starnes.com/detail.php?idvalue=7822
"7,865",11/1989,Silver Surfer (1987) #29,The Kree-Skrull War (1989),https://cmro.travis-starnes.com/detail.php?idvalue=7673
"7,866",11/1989,Silver Surfer (1987) #30,The Kree-Skrull War (1989),https://cmro.travis-starnes.com/detail.php?idvalue=7674
"7,867",12/1989,Silver Surfer (1987) #31,The Kree-Skrull War (1989),https://cmro.travis-starnes.com/detail.php?idvalue=7675
"7,868",07/1989,The Punisher (1987) #21,-,https://cmro.travis-starnes.com/detail.php?idvalue=7676
"7,869",08/1989,The Punisher (1987) #22,-,https://cmro.travis-starnes.com/detail.php?idvalue=7696
"7,870",09/1989,The Punisher (1987) #23,-,https://cmro.travis-starnes.com/detail.php?idvalue=7697
"7,871",06/1990,Wolverine: Jungle Adventure (1990) #1,-,https://cmro.travis-starnes.com/detail.php?idvalue=8521
"7,872",09/1989,Amazing Spider-Man (1963) #320,The Assassin-Nation Plot,https://cmro.travis-starnes.com/detail.php?idvalue=7766
"7,873",10/1989,The Spectacular Spider-Man (1988) #155,-,https://cmro.travis-starnes.com/detail.php?idvalue=7739
